Age,Gender,High_School_GPA,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Work_Life_Balance
19,Male,2.21,997,3.08,Engineering,2,4,1,7,1,62600.0,4,4,4
29,Male,3.97,662,2.36,Law,0,2,2,1,2,62900.0,8,3,7
18,Male,3.72,804,3.82,Medicine,2,4,9,2,3,39600.0,10,1,1
24,Female,3.38,102,3.3,Engineering,3,0,8,7,5,54900.0,4,2,8
24,Female,3.88,186,2.96,Arts,1,3,9,1,5,72800.0,9,3,3
29,Male,3.44,951,3.63,Medicine,4,2,9,9,4,61300.0,1,5,7
19,Female,2.38,931,2.9,Mathematics,3,1,4,3,4,25000.0,6,1,7
24,Female,2.88,25,3.12,Arts,2,4,5,6,0,49300.0,1,1,3
25,Female,2.14,72,2.01,Arts,4,4,10,4,4,45000.0,6,3,5
18,Male,2.78,593,2.73,Mathematics,3,1,7,3,4,27600.0,4,1,2
26,Female,3.48,573,2.28,Mathematics,1,4,6,8,5,72000.0,8,1,9
24,Female,2.77,18,3.38,Computer Science,4,0,9,2,1,29200.0,8,1,5
20,Female,2.66,754,2.96,Business,4,5,2,3,2,48500.0,9,3,4
25,Male,3.19,570,2.6,Engineering,1,5,8,8,4,69600.0,7,5,10
24,Female,3.74,332,2.94,Engineering,3,2,2,3,3,36800.0,8,1,3
28,Female,2.1,889,2.42,Computer Science,4,4,2,8,1,49500.0,3,1,1
25,Female,2.77,569,3.85,Law,1,1,3,7,1,57300.0,10,4,7
23,Male,2.32,97,2.11,Engineering,3,1,4,2,0,38000.0,4,2,3
26,Male,3.39,727,3.73,Mathematics,2,2,6,1,3,41400.0,4,4,10
22,Female,2.21,831,3.02,Computer Science,0,0,6,1,1,54500.0,6,5,1
20,Female,3.33,12,3.24,Engineering,2,2,2,2,2,59600.0,7,4,10
20,Male,2.57,11,2.61,Engineering,2,4,6,7,3,61800.0,9,3,10
18,Female,2.4,909,3.93,Arts,0,5,8,9,2,35500.0,10,4,8
29,Male,3.87,163,2.56,Computer Science,2,0,5,7,0,25600.0,6,3,8
25,Female,2.04,283,3.18,Mathematics,2,0,1,3,0,62800.0,2,4,3
19,Female,2.88,729,3.99,Law,1,1,8,8,4,68700.0,10,4,10
20,Female,2.04,872,3.76,Engineering,1,0,6,8,2,88900.0,10,2,3
25,Female,2.97,835,3.07,Law,3,4,2,9,5,96900.0,7,3,2
25,Male,3.0,241,3.98,Business,4,4,7,9,2,76400.0,10,5,8
28,Female,2.64,857,3.4,Computer Science,3,4,8,9,0,34500.0,9,1,9
21,Male,2.26,45,2.42,Computer Science,1,5,2,4,5,47100.0,8,5,4
21,Female,2.75,970,2.81,Computer Science,1,3,1,10,2,59700.0,4,4,4
22,Female,3.34,593,2.67,Mathematics,0,0,6,4,3,56900.0,2,5,5
23,Female,3.56,255,2.69,Mathematics,0,0,6,2,4,47500.0,8,4,3
22,Male,3.06,67,3.52,Arts,1,4,8,8,4,69900.0,6,4,5
24,Female,3.18,918,3.17,Computer Science,2,1,7,2,3,42500.0,8,1,4
19,Male,2.4,614,2.08,Arts,3,5,8,3,1,53400.0,9,2,8
24,Male,2.57,974,3.75,Mathematics,1,0,10,9,5,51100.0,3,2,5
27,Female,2.32,603,2.59,Business,1,3,10,2,5,57200.0,8,1,7
24,Male,2.5,42,3.99,Medicine,0,0,5,1,2,58200.0,10,5,4
18,Female,2.45,788,3.91,Arts,3,2,2,5,1,37100.0,8,3,2
24,Male,3.04,816,3.88,Engineering,3,3,5,7,1,25000.0,5,1,8
22,Male,3.13,786,3.62,Computer Science,4,1,2,4,2,43100.0,6,4,4
20,Female,3.89,384,2.44,Medicine,1,3,9,4,5,53700.0,5,2,9
20,Female,2.39,589,3.07,Arts,4,3,5,3,0,57400.0,6,2,6
21,Male,3.28,234,2.45,Law,0,0,1,6,2,40800.0,1,5,8
29,Female,3.63,966,2.52,Mathematics,4,3,9,8,0,54400.0,10,3,9
19,Female,3.12,714,3.22,Law,2,4,10,2,3,54000.0,10,1,9
19,Female,2.51,485,2.08,Engineering,1,5,5,6,0,40000.0,10,4,9
18,Male,2.53,733,3.94,Medicine,1,3,1,8,1,47600.0,2,4,7
22,Female,2.08,774,3.84,Business,3,0,9,1,1,32000.0,8,3,3
21,Female,2.61,39,2.76,Arts,4,4,9,4,1,25000.0,1,5,8
28,Female,3.49,11,3.03,Law,3,1,10,1,5,68300.0,9,3,7
27,Male,2.1,624,2.93,Law,4,2,10,4,5,53000.0,7,5,9
19,Female,2.44,409,3.76,Arts,4,3,9,9,0,44900.0,1,5,5
20,Female,3.41,108,3.38,Law,0,4,6,6,1,55700.0,5,1,4
24,Female,3.57,94,2.56,Business,4,4,10,6,4,57000.0,2,1,2
24,Male,2.91,823,2.89,Law,3,1,10,5,2,80300.0,1,4,7
29,Female,3.4,84,2.86,Arts,4,1,2,3,1,70100.0,1,2,6
21,Female,2.78,58,3.92,Computer Science,4,2,7,2,5,55300.0,5,5,6
22,Male,2.32,293,2.35,Law,1,2,2,9,0,82200.0,4,4,10
22,Male,2.8,16,2.18,Arts,1,0,4,9,1,48600.0,5,2,8
23,Female,3.16,991,3.76,Computer Science,1,2,4,7,0,68200.0,6,4,1
26,Male,3.9,477,3.79,Law,2,2,10,2,2,42000.0,1,5,1
19,Other,2.14,838,3.74,Law,1,4,7,4,0,50800.0,2,2,4
22,Female,3.01,605,3.02,Arts,2,3,6,8,2,60100.0,2,3,8
29,Female,2.66,992,3.32,Engineering,2,3,10,10,1,53300.0,5,1,5
20,Male,3.02,969,3.13,Engineering,3,5,7,6,5,54400.0,10,1,9
21,Male,2.05,165,2.14,Medicine,1,2,6,5,4,53800.0,9,2,3
27,Female,2.63,437,3.19,Engineering,4,5,1,10,1,69600.0,7,2,6
23,Male,3.64,727,2.03,Business,0,5,4,2,2,51500.0,10,5,6
29,Female,3.11,656,2.65,Medicine,4,0,3,1,5,41100.0,4,2,4
25,Male,2.9,786,3.86,Engineering,1,0,7,1,3,49200.0,5,1,2
18,Male,2.57,403,2.61,Computer Science,4,3,7,1,3,69400.0,7,5,6
27,Male,2.6,940,3.88,Mathematics,1,1,4,6,3,62800.0,10,4,10
25,Female,2.77,386,2.5,Arts,1,4,7,4,1,48400.0,9,1,3
28,Other,3.67,954,2.63,Engineering,4,2,4,9,0,38400.0,10,3,8
24,Male,3.93,138,3.26,Computer Science,2,4,9,9,4,41700.0,7,5,2
18,Male,2.88,716,3.52,Mathematics,3,2,3,3,5,49800.0,2,3,3
19,Male,2.79,814,3.0,Medicine,3,2,10,6,4,48800.0,4,2,9
20,Female,3.69,722,3.76,Arts,3,5,2,6,5,39100.0,10,4,2
18,Male,2.85,531,2.08,Engineering,3,3,5,10,1,64300.0,4,2,10
26,Female,3.1,806,3.84,Medicine,0,4,9,10,2,41500.0,9,1,1
25,Female,2.46,293,2.39,Engineering,1,4,3,1,1,36400.0,8,4,3
19,Female,3.49,475,3.77,Medicine,0,1,1,9,3,47000.0,6,1,10
26,Male,3.06,880,2.8,Engineering,3,1,9,4,2,57000.0,8,4,6
24,Other,3.62,462,3.67,Mathematics,3,4,5,6,4,36200.0,7,3,8
26,Male,3.56,813,3.34,Computer Science,4,1,2,10,1,50800.0,8,1,10
23,Male,2.43,373,2.35,Business,3,1,6,8,0,43500.0,7,1,5
23,Female,3.43,162,3.84,Mathematics,1,2,3,1,0,45100.0,2,2,2
28,Female,3.6,642,2.49,Computer Science,3,3,9,8,4,49900.0,6,5,8
21,Male,2.69,44,2.49,Arts,3,2,3,6,2,58900.0,4,1,2
27,Male,2.35,865,3.63,Engineering,0,5,2,1,3,50100.0,4,4,4
27,Female,2.01,83,2.21,Business,1,1,3,9,0,89300.0,10,2,9
19,Male,2.9,892,2.44,Mathematics,2,2,6,9,0,60300.0,6,5,7
24,Female,2.7,636,3.01,Business,4,2,3,10,1,56100.0,8,1,3
22,Female,3.11,539,3.66,Arts,2,0,9,8,5,45500.0,5,3,1
28,Male,2.38,816,2.29,Arts,0,2,9,7,4,42400.0,3,2,6
23,Male,3.72,862,3.1,Business,3,2,9,1,0,65200.0,1,3,9
19,Male,2.52,519,3.42,Arts,4,3,2,1,1,26200.0,5,4,4
22,Female,2.45,411,3.72,Arts,1,4,7,8,2,66900.0,3,2,7
27,Female,2.96,341,3.87,Engineering,4,0,2,10,5,67400.0,3,2,3
21,Male,3.0,711,3.57,Computer Science,0,0,1,8,0,48200.0,4,2,1
26,Female,2.43,624,3.31,Law,3,0,5,1,4,67300.0,9,5,5
23,Other,2.54,89,2.87,Medicine,0,5,8,8,1,45700.0,4,5,1
19,Male,2.34,640,2.22,Business,1,0,3,8,2,48600.0,5,1,2
18,Female,3.44,230,3.42,Medicine,2,3,7,10,1,57600.0,10,3,7
22,Male,3.54,18,3.99,Business,3,4,6,10,3,44400.0,5,1,1
26,Male,2.92,801,3.47,Business,3,5,1,3,4,60700.0,1,3,6
23,Male,3.43,673,2.03,Computer Science,0,3,7,1,4,43000.0,7,1,7
27,Male,3.47,864,2.99,Mathematics,0,0,3,3,5,54100.0,2,2,4
29,Male,2.28,890,3.23,Mathematics,0,4,4,8,0,89600.0,6,2,4
24,Male,3.93,281,3.38,Business,3,3,10,8,5,57200.0,4,3,2
22,Female,3.64,910,3.44,Business,0,4,2,7,1,66300.0,5,2,5
27,Female,2.41,422,3.12,Computer Science,4,5,1,2,2,63700.0,5,1,7
23,Female,2.37,678,2.45,Arts,4,3,5,5,0,25000.0,4,5,4
22,Male,2.25,772,3.88,Mathematics,4,4,6,10,4,48600.0,2,4,8
28,Male,2.28,876,3.39,Law,3,3,2,8,1,70600.0,8,1,8
26,Male,3.5,702,2.47,Medicine,0,0,10,3,2,32200.0,1,3,7
23,Female,2.94,338,2.64,Business,1,0,6,6,5,47400.0,9,2,3
28,Female,3.57,266,3.84,Computer Science,0,0,6,2,4,82000.0,6,4,10
25,Male,3.49,803,3.77,Business,3,5,8,8,2,33100.0,4,4,9
19,Male,3.21,355,2.81,Mathematics,4,3,8,9,5,67300.0,6,2,8
29,Female,3.37,360,2.08,Computer Science,3,4,6,1,1,37100.0,9,1,10
26,Male,2.04,791,2.1,Medicine,0,4,7,4,2,58500.0,9,2,1
22,Male,2.62,217,2.57,Engineering,3,1,4,6,0,61000.0,3,5,9
24,Female,3.28,321,3.26,Mathematics,1,2,5,2,0,62100.0,8,3,7
27,Female,2.02,850,3.17,Arts,3,0,6,6,1,35900.0,1,2,10
18,Male,2.07,719,3.27,Engineering,2,0,6,7,5,67600.0,9,1,10
27,Male,3.7,665,3.43,Computer Science,3,0,3,6,4,39400.0,7,5,4
22,Other,3.37,992,2.04,Business,0,1,9,10,3,26500.0,10,5,5
29,Male,2.53,693,2.21,Arts,2,1,4,10,3,35300.0,7,1,7
27,Male,3.38,212,2.72,Mathematics,4,1,8,8,3,37500.0,6,3,8
19,Male,3.58,785,2.31,Medicine,0,0,4,5,4,61400.0,1,4,4
29,Male,2.61,953,2.15,Mathematics,1,4,6,3,0,65300.0,2,5,7
23,Male,2.07,203,3.28,Law,3,0,1,2,0,52200.0,3,1,6
28,Female,3.87,717,3.63,Arts,3,1,2,2,5,35600.0,1,5,9
18,Male,2.69,985,3.51,Business,0,1,6,2,5,42100.0,5,4,4
20,Male,2.21,916,3.63,Engineering,3,2,3,10,0,48700.0,5,1,4
22,Female,2.98,896,3.33,Computer Science,3,3,7,5,5,31500.0,6,5,3
21,Female,3.54,153,3.47,Engineering,4,2,1,10,1,33400.0,7,1,8
20,Female,2.44,682,2.54,Mathematics,3,2,3,4,5,49900.0,10,1,8
27,Female,2.54,429,3.99,Arts,3,0,3,2,0,46900.0,9,4,4
22,Male,2.49,753,2.37,Law,4,3,1,5,5,33500.0,7,1,3
28,Female,3.98,287,2.43,Business,3,3,4,7,0,69500.0,6,3,6
25,Male,2.39,757,2.58,Computer Science,4,0,8,5,0,39500.0,9,5,9
28,Other,3.15,321,3.95,Business,1,4,7,8,3,32200.0,2,2,8
21,Female,3.85,436,3.98,Business,3,5,7,6,2,69300.0,6,3,7
18,Other,2.29,592,3.59,Law,0,0,5,9,0,54600.0,5,3,7
28,Female,3.94,496,3.26,Arts,2,4,4,10,2,45700.0,6,1,5
24,Male,3.89,604,3.04,Engineering,1,4,10,5,5,39500.0,10,3,2
25,Female,3.77,149,3.94,Business,3,3,6,8,0,44500.0,1,3,9
20,Other,2.43,542,3.39,Mathematics,0,0,2,6,3,39000.0,5,3,3
23,Female,3.27,635,3.89,Mathematics,2,0,1,7,3,42200.0,8,1,9
19,Male,3.52,899,2.63,Business,4,3,7,8,5,52600.0,3,3,10
24,Female,3.97,482,2.67,Business,3,2,4,4,5,36400.0,3,2,2
25,Male,2.36,326,3.71,Computer Science,4,0,7,4,5,25000.0,7,3,1
23,Male,3.53,939,2.3,Business,1,5,6,6,2,75400.0,7,1,10
23,Male,2.68,29,3.89,Mathematics,2,5,9,2,3,31800.0,2,1,7
22,Male,2.35,259,3.01,Business,2,1,10,9,1,25900.0,8,4,1
25,Female,2.84,698,3.85,Arts,4,1,6,8,4,68200.0,5,4,8
18,Male,3.59,929,2.67,Mathematics,4,0,3,2,4,43000.0,9,2,3
27,Female,2.93,75,3.43,Business,1,4,7,1,5,55100.0,1,5,3
21,Male,3.08,557,2.97,Law,0,5,9,10,0,62600.0,4,4,9
21,Male,3.99,581,3.25,Law,3,5,10,4,3,63900.0,8,3,1
20,Male,2.8,498,3.01,Mathematics,0,3,6,4,4,57700.0,9,1,7
20,Male,3.23,416,3.93,Business,2,5,7,2,2,39900.0,9,4,2
21,Male,2.73,879,3.38,Law,3,4,8,5,2,30600.0,10,1,3
28,Male,2.79,722,2.5,Arts,1,1,4,3,5,77000.0,1,3,10
18,Female,3.39,751,3.82,Computer Science,0,1,5,3,2,52000.0,1,1,8
28,Male,3.88,340,2.59,Law,0,3,4,10,0,57000.0,7,1,3
28,Male,3.08,308,2.74,Mathematics,3,1,1,3,4,42700.0,6,4,2
19,Male,3.54,704,2.2,Law,1,2,6,4,4,54900.0,7,1,7
26,Female,2.18,884,3.8,Engineering,1,1,7,5,4,43700.0,8,3,3
27,Female,2.42,615,2.57,Arts,0,5,2,4,2,45700.0,6,2,8
19,Female,3.0,241,2.52,Law,0,4,6,9,5,29800.0,10,1,4
22,Male,2.04,253,3.84,Computer Science,4,4,2,4,2,56700.0,10,1,6
26,Male,2.51,936,3.61,Engineering,3,2,10,7,0,25000.0,10,3,8
26,Female,3.03,220,2.28,Mathematics,1,4,5,10,5,66900.0,7,5,4
25,Male,2.03,397,3.54,Mathematics,2,4,1,5,1,78700.0,7,3,5
18,Male,2.53,986,3.83,Business,3,4,3,10,4,43300.0,7,4,3
18,Male,3.03,336,2.16,Arts,4,0,4,9,0,63300.0,2,4,4
26,Male,3.15,729,3.65,Law,3,2,4,9,2,44200.0,3,2,10
28,Male,3.85,714,3.09,Business,0,2,2,8,1,49900.0,10,1,8
25,Female,3.29,29,3.34,Arts,3,1,8,6,3,41700.0,9,2,7
27,Male,2.83,494,2.99,Mathematics,3,5,6,6,1,43600.0,1,2,6
26,Female,3.86,959,3.4,Engineering,3,2,9,2,0,43600.0,8,1,5
24,Male,3.57,998,2.07,Law,2,3,6,7,1,25000.0,7,1,9
20,Male,2.4,724,3.53,Mathematics,4,2,3,9,2,54900.0,6,3,4
20,Female,2.26,502,2.07,Computer Science,3,3,2,9,1,25000.0,1,2,3
19,Male,3.35,154,2.91,Arts,3,4,9,2,2,44100.0,9,2,6
22,Female,3.12,992,2.3,Mathematics,2,5,3,9,1,25000.0,2,4,2
29,Female,3.58,231,3.65,Mathematics,1,3,6,7,0,44400.0,10,2,9
29,Male,3.48,102,2.63,Computer Science,3,5,10,5,3,53900.0,5,3,6
20,Female,3.25,827,2.91,Business,3,5,2,5,4,70400.0,9,5,3
23,Male,3.97,177,2.86,Mathematics,1,0,7,6,1,49300.0,8,2,2
19,Female,3.07,693,3.55,Business,3,5,1,8,3,45500.0,10,3,9
29,Male,2.23,984,2.96,Engineering,3,4,9,2,1,33200.0,4,3,10
20,Female,3.66,927,3.58,Engineering,3,3,1,3,5,36900.0,8,5,3
22,Male,2.5,232,2.15,Medicine,4,5,9,10,3,67600.0,9,3,6
29,Female,3.55,12,2.38,Medicine,0,4,1,7,2,56900.0,5,4,9
28,Female,3.91,186,3.1,Engineering,4,0,1,3,3,36400.0,1,5,3
28,Female,3.39,761,3.89,Law,1,4,8,1,4,25000.0,6,4,9
18,Female,3.19,932,2.15,Business,4,4,1,6,3,74600.0,4,2,2
18,Female,2.92,266,2.09,Computer Science,4,2,8,7,4,31400.0,6,2,4
27,Female,2.73,902,2.31,Mathematics,2,1,3,9,4,49800.0,1,3,10
26,Male,2.71,135,3.28,Mathematics,1,3,4,1,3,36900.0,4,3,3
24,Male,3.27,757,2.8,Engineering,1,1,2,9,4,33500.0,5,5,7
18,Male,3.5,31,3.65,Law,1,0,6,10,4,52800.0,6,2,4
29,Male,3.36,859,2.14,Computer Science,4,0,7,7,5,62800.0,5,1,4
25,Male,2.4,456,2.39,Medicine,1,4,10,8,2,59900.0,2,3,1
20,Female,2.99,259,2.6,Computer Science,2,1,3,3,0,59000.0,3,5,10
25,Male,3.58,104,3.25,Engineering,3,3,9,5,2,34600.0,5,3,3
22,Female,2.95,431,3.37,Business,4,3,3,3,0,52500.0,7,5,5
18,Male,3.07,382,2.25,Engineering,3,4,7,7,0,55000.0,4,2,5
24,Male,3.54,469,3.89,Mathematics,3,3,4,2,2,28800.0,6,3,4
22,Female,3.32,513,2.68,Mathematics,4,2,5,6,4,25000.0,9,3,7
23,Female,2.82,941,3.43,Arts,4,1,9,10,5,50800.0,10,1,10
23,Female,3.79,950,3.05,Law,1,0,3,2,2,37600.0,7,2,10
25,Female,2.33,946,2.45,Law,2,3,3,9,4,30600.0,3,5,4
26,Male,3.99,207,3.69,Law,4,3,9,6,2,25000.0,5,1,7
19,Female,2.24,647,3.64,Arts,3,3,9,5,2,39400.0,9,5,6
26,Male,2.03,447,2.79,Arts,4,4,4,6,5,73600.0,5,3,6
29,Male,3.78,783,3.18,Business,2,0,1,6,1,62900.0,3,4,5
28,Male,2.49,89,2.52,Law,0,1,1,6,3,72000.0,8,3,8
27,Male,3.46,195,3.38,Engineering,3,3,9,10,2,38900.0,7,2,9
26,Male,3.62,414,2.62,Arts,0,2,6,6,3,66100.0,5,5,9
27,Female,3.72,122,3.69,Engineering,0,5,5,9,4,68600.0,5,1,6
27,Female,3.98,462,2.43,Medicine,2,4,10,7,1,72300.0,1,3,5
24,Male,2.59,116,2.03,Law,4,1,3,1,5,46200.0,8,5,1
18,Male,3.42,196,2.54,Arts,0,3,3,10,1,42800.0,6,1,3
24,Male,2.23,36,2.38,Arts,1,1,2,9,0,48700.0,5,3,8
27,Male,2.81,67,3.02,Business,4,4,7,6,5,51400.0,7,4,1
22,Female,3.7,645,2.41,Engineering,3,5,9,10,5,30400.0,2,4,1
23,Male,2.74,281,3.53,Business,4,2,6,8,3,41400.0,3,3,8
27,Female,3.18,479,2.48,Business,2,3,10,3,1,66700.0,9,2,7
24,Male,3.01,11,3.41,Engineering,2,2,1,3,4,41600.0,5,4,2
22,Other,3.29,968,3.16,Medicine,3,4,6,9,0,51100.0,6,5,6
24,Male,3.95,730,3.97,Engineering,3,2,8,9,1,57100.0,8,2,9
26,Female,2.11,322,4.0,Medicine,3,4,8,5,4,68700.0,3,2,8
20,Male,3.15,668,3.74,Business,2,5,10,5,3,59100.0,1,3,6
25,Female,3.73,240,3.52,Medicine,4,2,3,3,4,64000.0,4,5,2
19,Male,2.96,60,2.77,Law,0,1,1,7,4,56500.0,2,5,3
28,Male,2.16,650,3.51,Medicine,0,1,5,7,4,54400.0,9,1,3
24,Female,3.12,562,3.91,Medicine,1,4,6,3,2,63100.0,4,4,9
19,Female,2.66,679,2.05,Arts,2,1,10,8,5,25000.0,9,4,9
21,Female,2.31,165,3.08,Arts,3,5,9,6,1,60600.0,7,2,5
24,Female,3.7,831,2.44,Mathematics,4,2,2,3,4,25000.0,7,2,5
20,Female,3.04,189,3.12,Business,2,2,1,6,0,42300.0,1,3,8
19,Male,3.87,487,2.93,Engineering,1,3,7,1,2,63400.0,2,5,3
28,Male,3.61,981,3.15,Medicine,0,4,2,6,4,47500.0,7,4,9
27,Male,3.39,92,3.1,Law,4,1,2,7,4,48900.0,5,1,5
24,Female,2.01,806,3.92,Arts,0,5,3,4,5,53600.0,7,4,9
18,Male,2.86,888,3.1,Engineering,4,4,4,4,1,77900.0,3,4,10
25,Male,2.39,289,3.69,Law,3,1,7,3,2,25000.0,8,4,9
20,Female,3.82,509,2.64,Medicine,4,3,1,5,4,39200.0,4,2,4
29,Female,2.35,75,2.88,Engineering,3,2,6,1,4,70900.0,8,5,2
29,Male,2.57,557,2.94,Mathematics,2,2,7,6,3,46200.0,6,5,7
19,Male,3.03,428,2.56,Law,0,5,3,2,0,47100.0,9,4,1
20,Male,2.53,385,2.76,Computer Science,4,0,3,4,0,60200.0,6,5,7
22,Male,2.42,53,3.2,Law,4,4,2,6,1,31300.0,4,3,1
28,Male,3.2,175,3.16,Law,1,1,5,6,2,63200.0,3,2,5
25,Female,2.18,673,3.27,Medicine,0,0,7,10,5,44500.0,4,2,1
27,Female,2.12,579,2.7,Engineering,2,4,3,7,5,47500.0,7,5,8
24,Female,2.74,474,2.63,Medicine,3,1,7,1,4,37800.0,8,4,1
24,Male,3.44,911,3.22,Medicine,2,3,8,6,5,57600.0,2,4,6
29,Female,3.11,361,2.27,Computer Science,1,4,3,9,2,45300.0,9,4,1
24,Male,2.85,270,2.51,Mathematics,2,1,1,8,1,54100.0,7,5,2
25,Male,3.13,407,2.08,Law,3,2,3,8,3,44400.0,7,4,4
18,Female,2.73,124,2.15,Engineering,0,4,6,6,1,49400.0,10,5,8
21,Male,3.87,694,2.49,Mathematics,1,1,1,4,0,41600.0,4,1,3
23,Male,2.11,376,2.04,Business,4,5,9,1,3,44800.0,7,5,8
26,Female,3.35,392,2.49,Arts,4,2,3,5,4,37100.0,2,3,7
19,Male,3.78,182,3.31,Mathematics,0,2,3,5,1,35100.0,10,4,6
18,Female,3.61,36,2.12,Medicine,2,0,7,7,2,76300.0,3,4,10
27,Male,2.37,212,2.87,Medicine,4,1,7,1,2,52800.0,2,2,1
29,Female,2.59,896,3.83,Medicine,1,0,6,6,0,25000.0,5,5,6
19,Male,3.43,948,3.58,Medicine,3,5,7,7,0,48200.0,1,1,6
24,Male,2.17,134,2.61,Arts,2,0,5,1,5,64800.0,2,4,10
20,Female,3.62,865,3.85,Business,3,3,8,3,0,25000.0,6,2,8
27,Male,3.44,924,2.66,Computer Science,2,0,10,10,0,58400.0,6,5,6
19,Male,3.46,690,2.15,Business,1,0,2,9,4,49100.0,8,2,2
28,Male,2.2,678,3.99,Arts,3,3,5,8,3,25000.0,9,1,10
24,Male,3.44,926,3.74,Engineering,1,3,9,10,5,40400.0,9,5,3
19,Male,3.36,491,2.93,Computer Science,3,4,4,6,0,46700.0,7,4,2
20,Male,3.66,849,3.33,Computer Science,2,0,8,8,1,30700.0,10,5,3
28,Female,2.08,841,3.34,Engineering,1,2,3,2,4,38500.0,1,4,1
24,Male,2.05,988,2.39,Law,2,3,6,7,3,53400.0,4,3,7
21,Female,2.75,438,2.4,Medicine,2,1,8,2,4,53500.0,7,4,5
18,Male,2.3,839,2.94,Arts,3,4,9,3,2,56500.0,2,2,9
22,Male,3.12,46,3.82,Engineering,3,4,7,2,4,39900.0,9,1,7
29,Female,3.83,668,2.02,Business,1,0,6,5,5,66200.0,1,5,1
26,Male,2.78,401,3.57,Business,4,5,6,10,4,47800.0,9,3,1
25,Other,3.69,488,2.12,Law,0,2,6,5,2,43400.0,7,3,2
29,Male,2.0,432,2.96,Engineering,3,5,10,6,2,46400.0,10,3,7
26,Female,2.34,428,3.28,Arts,2,5,9,6,2,55200.0,6,2,7
27,Female,2.06,748,3.37,Law,0,3,3,7,5,54300.0,7,4,9
26,Female,2.66,828,2.12,Law,1,1,4,8,5,43000.0,2,3,3
24,Female,3.82,572,2.84,Law,0,0,3,4,4,64000.0,10,1,3
21,Female,2.19,517,3.17,Computer Science,0,2,9,9,2,46700.0,2,1,8
22,Male,3.21,965,2.13,Computer Science,4,0,5,3,0,60100.0,3,5,6
18,Male,2.9,462,2.27,Medicine,4,0,10,5,1,70400.0,6,1,3
18,Female,3.88,966,3.33,Arts,0,4,8,3,1,42300.0,1,4,8
20,Male,2.25,903,3.04,Business,4,5,8,2,2,44100.0,4,4,3
25,Male,2.42,181,2.32,Business,4,1,9,5,3,33100.0,8,3,6
19,Female,2.06,145,3.07,Medicine,0,1,10,9,4,35800.0,8,4,1
21,Male,2.87,827,3.83,Business,3,1,7,6,1,60000.0,5,4,4
19,Female,2.56,265,2.03,Law,4,1,3,4,5,59800.0,7,3,6
22,Female,3.74,735,3.29,Medicine,0,3,5,7,5,25000.0,5,5,5
26,Female,3.21,406,2.15,Medicine,3,3,3,10,0,34500.0,4,4,4
18,Female,3.23,813,2.01,Engineering,4,1,2,5,3,70600.0,6,4,10
22,Male,3.06,969,2.3,Computer Science,0,2,3,7,3,37200.0,8,2,1
26,Male,2.18,955,2.85,Arts,4,3,10,2,0,46000.0,10,5,4
18,Male,2.89,848,3.6,Arts,3,3,9,2,4,50500.0,1,3,1
26,Male,4.0,484,2.56,Computer Science,0,2,9,9,4,52300.0,3,2,10
25,Female,3.67,482,3.25,Law,3,1,8,4,2,28000.0,4,2,4
21,Female,3.79,237,2.82,Arts,2,0,7,1,0,52300.0,5,5,3
29,Male,3.65,525,2.47,Business,1,3,1,9,0,25000.0,1,4,7
28,Male,2.21,339,3.03,Business,2,0,9,1,5,40100.0,9,3,6
27,Other,2.45,268,3.59,Arts,4,0,10,2,0,44500.0,8,5,6
22,Male,2.01,932,3.66,Mathematics,3,2,2,9,2,25400.0,2,2,10
22,Female,2.61,266,3.69,Mathematics,0,1,6,3,1,59800.0,5,1,3
28,Male,2.22,528,2.68,Engineering,3,5,10,1,4,36200.0,9,3,6
29,Female,2.95,92,3.59,Arts,4,0,5,3,2,75000.0,3,1,3
23,Female,3.35,248,2.42,Medicine,0,1,6,9,2,56100.0,5,4,7
24,Female,3.75,19,3.48,Law,2,4,8,2,5,46200.0,9,5,2
25,Female,3.5,872,3.9,Medicine,3,5,8,5,2,60900.0,6,4,9
25,Male,3.88,390,2.03,Computer Science,1,5,10,1,5,25000.0,5,5,10
28,Male,2.11,388,2.88,Law,4,5,2,10,5,52600.0,8,2,2
19,Female,2.02,926,3.3,Law,4,1,7,1,0,31000.0,5,4,1
26,Male,3.32,615,3.4,Business,3,2,2,7,2,62100.0,9,1,4
24,Female,2.58,95,2.35,Law,2,2,1,10,1,43100.0,3,2,8
21,Female,2.51,430,3.94,Engineering,2,4,8,10,3,25000.0,1,5,7
21,Female,2.66,795,3.23,Arts,1,2,9,3,2,29300.0,4,2,6
28,Female,2.54,941,2.33,Medicine,1,1,7,1,5,49900.0,7,1,10
25,Female,3.02,725,2.04,Business,3,5,4,1,1,55000.0,3,3,7
21,Female,2.88,37,3.57,Mathematics,0,1,7,5,5,26400.0,10,5,4
23,Male,3.02,393,2.16,Business,2,5,4,3,0,25000.0,8,3,8
22,Male,3.35,573,2.28,Engineering,0,1,7,4,3,43400.0,2,2,4
20,Male,2.77,291,3.15,Engineering,0,2,4,6,4,73900.0,9,4,10
27,Female,2.5,874,3.21,Engineering,3,1,9,2,4,41800.0,3,5,8
28,Male,2.33,303,3.37,Engineering,1,3,5,7,0,53200.0,6,2,5
